refdes,pin,net,kind,note
U20,8,TPA_HPVSS,,charge-pump negative rail; C88 (1uF CHPVSS) to GND
U20,9,TPA_CPN,,charge-pump negative flying cap; C87 between CPP/CPN
U20,10,GND,gnd,PGND — ground family
U20,11,TPA_CPP,,CPP — charge-pump positive flying cap; C87 other side
U20,12,TPA_HPVDD,,"HPVDD — charge-pump output; C89 (2.2uF) to GND ONLY, never a supply"
U20,13,HP_EN,,"EN -> GPIO PB2 (+ R37 100k pulldown, boots off)"
U20,14,+3V3,pwr,rail: #110 VDD 3.3V
U20,15,GND,gnd,SGND — ground family
U20,16,HP_L,,"OUTL -> jack tip, direct (no cap)"
U20,17,GND,gnd,EP — ground family
C85,1,DAC_OUTL_F,,1uF input coupling (DC-block) from filtered DAC left
C85,2,AMP_INL,,-> TPA INL-
C86,1,DAC_OUTR_F,,1uF input coupling from filtered DAC right
C86,2,AMP_INR,,-> TPA INR-
C87,1,TPA_CPP,,1uF charge-pump flying cap (CFLYING) between CPP and CPN
C87,2,TPA_CPN,,
C88,1,TPA_HPVSS,,"1uF CHPVSS decoupling (HPVSS pin8, CHPVSS>=CFLYING)"
C88,2,GND,gnd,
C89,1,TPA_HPVDD,,2.2uF CHPVDD (HPVDD pin12) to GND; cap-only node
C89,2,GND,gnd,
C90,1,+3V3,pwr,2.2uF CVDD bulk on VDD(14)
C90,2,GND,gnd,
C91,1,+3V3,pwr,"100nF VDD(14) HF decoupling, close-in"
C91,2,GND,gnd,
R37,1,HP_EN,,100k EN pull-down (boots off until GPIO drives high)
R37,2,GND,gnd,
Audio1,1,GND,gnd,"[DS confirmed via CUI SJ-3524-SMT std pinout] jack sleeve -> GND (pin1=sleeve, independent contact)"
Audio1,2,HP_L,,"[DS confirmed] tip = left = TPA OUTL (pin2=tip; {2,4}=tip+tip-switch are the one NC pair)"
Audio1,3,HP_R,,"[DS confirmed] ring = right = TPA OUTR (pin3=ring, independent contact)"
Audio1,4,JACK_DET,,"[DS confirmed] pin4 = tip-switch, NC to tip(pin2=HP_L=TPA6132 OUTL) when unplugged, opens on insert -> JACK_DET PE12. CAVEAT (not purely SW): detect is normalled to the LIVE amp output, not a fixed level. If TPA6132 DirectPath OUTL is hi-Z in shutdown, a PE12 pull-up reads 'inserted' when actually unplugged. This 4-pin jack has ONLY a tip switch (no sleeve/ground-normalling contact) so detect cannot be rerouted to GND. Bench-check OUTL shutdown state on breakout, or only sample detect with amp enabled."
R38,1,BL_LED_N,,"backlight Rset 5.1R (C137955) FB(BL_LED_N)->GND, 200mV/5.1R=39mA"
R38,2,GND,gnd,
R39,1,PANEL_DISP,,[AUDIT #116] 10k DISP pull-up -> +3V3 (BOM.md line 64 requires it)
R39,2,+3V3,pwr,
R40,1,PWR_BTN_3V3,,[AUDIT #117] 10k /PB_OUT pull-up -> +3V3
R40,2,+3V3,pwr,
R41,1,I2C2_SCL,,[AUDIT #118] i2c2 SCL pull-up -> +3V3 (IMU bus had NO pull-ups -> IMU can't ACK)
R41,2,+3V3,pwr,
R42,1,I2C2_SDA,,[AUDIT #118] i2c2 SDA pull-up -> +3V3
R42,2,+3V3,pwr,
J2,1,LRA_P,,LRA + terminal (DRV2605L OUT+)
J2,2,LRA_N,,LRA - terminal (DRV2605L OUT-)
J3,1,SPK_P,,speaker + terminal (MAX98357A OUTP)
J3,2,SPK_N,,speaker - terminal (MAX98357A OUTN)
